0 Telephone sites
229 1372.614585 1619.321250
230 674.538293 1325.134971
231 1517.796878 955.158322
232 1662.959826 1752.277120
233 1277.106942 1012.899540
234 1471.743589 67.154377
235 454.574627 1041.483033
236 134.728599 1626.679695
237 232.652346 672.815507
238 1776.363677 1083.289839
239 127.177589 1735.154166
240 788.770015 1697.942800
241 1504.327347 1142.919704
242 1792.059046 730.750780
243 332.930714 1589.178531
244 215.010223 1776.582329
245 811.971547 103.553547
246 1348.500386 91.714084
247 657.397265 778.259994
248 820.949182 1739.140529
249 953.167814 1538.164544
250 867.275543 382.226827
251 1573.276703 672.141125
252 1254.770474 889.487247
253 1885.455035 1252.924284
254 991.080826 658.430300
255 871.495090 581.043251
256 735.056489 544.635426
257 1456.197720 1228.640707
258 513.082782 1636.953825
259 1209.154469 351.153069
260 756.290395 1311.266965
261 1595.069456 112.953940
262 345.438150 1070.921389
263 1576.924257 942.311650
264 158.439888 653.285764
265 953.435687 1023.656344
266 202.112189 1612.361778
267 241.023726 859.759637
268 1390.784476 836.591949
269 564.325328 1525.916139
270 1423.050658 406.451348
271 457.180681 1964.032423
272 1207.993065 1044.926304
273 1143.609173 1479.391666
274 107.953728 1250.155847
275 1828.121700 1966.788382
276 280.403721 406.622396
277 705.676394 224.757309
278 1841.684421 252.082649
279 1036.261616 1047.786181
280 1891.642424 88.948810
281 531.816117 1669.387571
282 1072.224064 903.156762
283 550.362681 1195.423684
284 18.435761 22.221310
285 1653.451630 869.993984
286 1443.698361 1260.019581
287 1353.209240 229.208607
288 799.574034 1998.491493
289 288.545308 1468.134501
290 1678.268316 1321.128517
291 849.228933 303.896570
292 960.995207 189.575540
293 958.058622 1156.534133
294 1561.888213 1311.139993
295 1593.415411 1724.171183
296 1480.778786 1723.698140
297 252.439357 849.295072
298 1215.824473 807.585936
299 804.075054 1346.248780
300 124.764955 487.533681
301 208.900809 1597.330761
302 519.077358 1152.938142
303 1024.218471 608.550710
304 1050.918269 417.641214
305 1969.186173 286.102688
306 641.951602 718.756047
307 1099.960171 926.492561
308 444.151684 1231.129780
309 578.514331 582.643599
310 467.476606 370.840798
311 1131.716238 1770.259618
312 1717.127834 715.157443
313 1171.094249 1085.630994
314 5.145291 8.803422
315 444.317542 1784.957675
316 180.239865 361.402315
317 1043.793954 604.873182
318 136.318008 1873.848364
319 156.982466 729.296611
320 162.289296 157.923422
321 139.594238 809.490018
322 1923.015167 1157.250663
323 1378.157713 1775.252858
324 987.407606 929.080927
325 479.435410 959.544858
326 -1.115385 0.152629
327 1765.158231 509.171395
328 1780.657698 1819.308502
329 550.535601 1002.707567
330 1752.659040 1713.902144
331 1188.766788 928.447641
332 419.588970 253.845204
333 1122.656909 611.556376
334 673.746524 1849.847081
335 1045.180044 843.948603
336 1986.956257 1386.329955
337 1161.378177 1299.218005
338 763.043949 1487.732084
339 1213.100704 1717.974595
340 890.903329 790.751830
341 1109.478447 1272.573314
342 167.854710 1619.676492
343 408.454639 193.080846
344 1729.886704 966.947313
345 1966.109759 1499.426723
346 1310.065468 1128.956670
347 890.938203 742.044226
348 893.117833 1435.598050
349 324.109844 883.949616
350 1935.256573 566.512077
351 761.815514 1095.245764
352 269.103039 1032.184947
353 1513.065673 1681.587018
354 888.974594 1902.326485
355 246.045282 1825.237976
356 1907.212188 1149.802708
357 240.605306 1812.803997
358 1640.448385 1227.612642
359 343.846674 211.950585
360 1714.752787 1189.600266
361 462.625972 1535.401832
362 945.992237 98.743268
363 1622.396598 233.733269
364 1324.223478 1489.839197
365 700.828077 1346.934375
366 24.850000 10.000000
367 55.190006 128.532174
368 856.692603 316.096231
369 1541.458636 719.733503
370 1774.909675 1385.109843
371 1448.898148 1746.829207
372 1285.217299 961.054967
373 567.765394 1448.353150
374 280.759708 1218.452142
375 194.741838 1146.667838
376 1350.586592 974.779183
377 1801.925360 1402.768115
378 82.761492 994.196570
379 549.359430 193.191216
380 710.046676 1820.944123
381 428.268718 876.873889
382 662.039757 1351.697546
383 754.589538 1424.054625
384 1887.139835 514.453856
385 1777.994489 903.465087
386 974.525357 1794.475656
387 638.631958 241.405755
388 1406.985702 1349.318254
389 1587.019624 547.769455
390 822.415689 1022.862131
391 609.122668 422.625937
392 1981.305799 1379.849597
393 239.706964 1398.454022
394 270.063963 214.216381
395 133.807078 1664.152874
396 1555.152380 1152.479760
397 248.696832 113.057313
398 766.799697 802.519270
399 611.497839 574.218938
400 10.602683 14.963544
401 250.383150 83.283682
402 1334.667386 272.685820
403 400.559966 1588.513239
404 746.096045 1873.767568
405 235.108147 396.760390
406 782.461642 627.162625
407 1684.771360 168.744138
408 1030.541906 1790.662005
409 560.630336 262.840436
410 483.041520 1979.881003
411 209.470167 172.093249
412 1882.208316 795.363263
413 492.168490 1990.294273
414 387.036918 639.557168
415 1228.288942 181.683061
416 289.752062 1662.852341
417 144.408409 207.480522
418 674.850435 767.802226
419 1942.830515 1779.687939
420 1023.551364 670.492686
421 1787.754850 629.788736
422 1388.719644 1477.176468
423 1093.267033 670.384104
424 1954.857649 415.846691
425 388.129848 497.704238
426 866.866565 413.094975
427 1704.858033 1535.959228
428 1831.393813 1877.415013
429 1802.675323 149.772982
430 219.766373 1577.923687
431 795.010284 1727.643903
432 772.023754 1811.487853
433 1698.963062 1570.115623
434 1463.472109 1329.139727
435 945.375623 1571.836228
436 1012.362638 679.801014
437 429.341010 1900.625481
438 1412.229512 1864.338070
439 681.835852 1705.209008
440 1175.666879 1691.728252
441 1554.757596 898.987748
442 56.279294 1357.950632
443 1970.700996 644.616487
444 1624.804172 1754.396178
445 180.644052 99.452506
446 1590.679650 272.931930
447 1642.030788 1336.168563
448 762.592021 1790.709244
449 397.212657 1102.445979
450 511.847105 676.860304
451 359.361506 1054.199307
452 1072.641413 1108.814535
453 1704.787132 763.509767
454 569.054673 653.917462
455 1339.313661 1069.856758
456 595.283899 754.961134
457 1604.666392 1127.028297
458 735.349849 1273.436148
459 819.119459 1331.963346
460 593.033194 1059.048904
461 1113.094305 939.570238
462 1122.155088 1199.643452
463 1509.557471 109.983860
464 835.465561 1854.196013
465 733.239483 860.082906
466 1438.542224 1812.537145
467 312.915595 817.956108
468 1480.976233 597.136403
469 1013.652086 1382.846059
470 1033.259829 338.756623
471 301.859998 1066.166893
472 159.108824 589.611338
473 481.295159 947.036097
474 1539.730061 777.031961
475 1714.548072 504.513871
476 1735.952848 344.225920
477 605.397898 704.897993
478 1303.216142 635.677319
479 1838.151599 183.397684
480 1692.418391 1772.057334
481 690.039156 1494.307759
482 633.855417 302.619784
483 179.940196 484.448438
484 595.262148 1685.871058
485 500.037781 444.449420
486 279.991868 246.018019
487 1246.085120 479.168956
488 1410.019597 1446.179420
489 776.024025 868.811610
490 1526.911038 699.177840
491 1010.387193 1184.783934
492 1701.999957 700.597458
493 1465.034347 722.770972
494 1644.591024 1219.632654
495 569.516179 600.696735
496 642.374413 1501.140951
497 1719.074736 1746.624835
498 1505.721543 1822.796601
499 881.594118 1345.883538
500 404.609218 1434.490340
501 404.684415 1596.638701
502 1542.770316 978.295485
503 1237.510217 1228.456031
504 1430.114591 1983.487125
505 835.589775 1081.004937
506 869.017520 647.048987
507 1300.625932 783.386502
508 361.862977 718.167734
509 300.844461 1332.141651
510 1202.880297 1828.587142
511 611.066155 1677.099427
512 469.929844 931.819538
513 1194.849903 1756.168728
514 205.764874 1247.170141
515 1163.223066 1824.858050
516 964.166065 1695.856755
517 470.229478 1131.637592
518 1730.441963 75.630503
519 1303.443235 311.374353
520 1970.738440 700.316708
521 1418.546222 515.149016
522 1110.727946 1003.566138
523 1198.745266 1769.034196
524 96.056899 905.323912
525 844.093652 1083.296927
526 335.329505 765.711849
527 1780.960547 1048.872409
528 1924.126748 121.600599
529 606.408969 407.901013
530 1750.076195 99.637154
531 897.530690 1799.737330
532 1681.430202 717.952390
533 1669.239172 1116.179408
534 23.149022 3.098861
535 15.000000 10.000000
536 1032.337461 715.393226
537 513.769557 852.357030
538 1824.881099 1314.074158
539 953.073299 218.827691
540 1707.912329 567.295164
541 582.616019 343.067970
542 112.494731 82.884270
543 64.921839 456.447909
544 1000.080246 354.065252
545 930.777261 1617.100919
546 729.015429 1217.614957
547 1880.215536 1407.413569
548 866.408779 1468.734785
549 223.926384 1521.816663
550 1910.778377 1986.229395
551 1196.668869 296.245834
552 1205.742795 1846.920795
553 1633.532611 1386.198741
554 489.316123 1404.607757
555 631.985537 1043.331147
556 1657.793435 1831.444606
557 399.336054 1136.029374
558 1847.595462 750.532977
559 1969.186495 1584.257692
560 1901.418414 233.302812
561 745.786012 1063.757113
562 1643.938329 788.280227
563 158.779516 1941.815254
564 666.793806 1498.105913
565 665.807091 344.134575
566 928.948888 1117.125236
567 641.992889 1280.601885
568 1155.248697 134.124058
569 470.635712 1569.427287
570 861.676672 243.322555
571 1034.438832 465.848602
572 296.020402 1010.532561
573 164.433647 908.762908
574 934.974970 1979.034449
575 1825.172348 1127.929555
576 1440.501928 104.414658
577 251.321597 1306.109123
578 913.106339 303.962519
579 1239.699262 1055.856398
580 546.144333 727.199521
581 86.060679 319.677450
582 599.207864 626.940315
583 171.213591 1953.481288
584 463.353862 1622.259744
585 625.831421 103.577345
586 1658.047753 1352.656882
587 393.696572 842.944944
588 392.966236 111.609928
589 1974.246635 1953.597326
590 1112.966343 1601.228726
591 961.506625 1652.551100
592 1360.168275 394.273312
593 978.916206 296.499030
594 307.816864 1325.070539
595 1758.725772 506.573412
596 1117.548331 695.490203
597 98.374030 1675.543673
598 1540.604266 1125.603289
599 1662.773199 277.220251
600 1649.967145 1210.713167
601 1881.679451 1298.349070
602 1315.392875 964.734482
603 1912.647844 278.256882
604 1884.830572 1707.827733
605 1353.892327 645.752599
606 1218.372628 1230.597173
607 1305.806056 511.830509
608 793.800254 1664.340810
609 1684.788272 1835.592575
610 177.876211 1430.746714
611 327.918424 98.421209
612 1303.578482 653.248469
613 1389.479279 1384.796839
614 1611.462531 489.121631
615 1226.206704 337.195883
616 333.335480 1042.822482
617 1127.100557 546.912539
618 1055.266551 357.016895
619 1640.383131 1309.379770
620 1529.543629 1378.256061
621 1909.764213 1092.063480
622 1116.432271 1246.687810
623 1112.562410 1504.945307
624 553.092072 1403.269514
625 321.017462 980.186081
626 11.789970 24.741727
627 1100.208736 1542.123306
628 1166.821109 1655.176529
629 1699.038186 1218.658548
630 826.638150 442.407977
631 1328.599255 280.212116
632 959.268540 1687.385320
633 124.568579 1522.811016
634 1651.106043 289.173068
635 1330.139267 1795.146063
636 718.704627 389.160972
637 348.474877 559.805874
638 1325.131576 1084.292535
639 1238.354600 557.385380
640 221.761634 1877.162035
641 818.051570 584.698155
642 77.066687 1124.919931
643 1870.069777 876.773273
644 1628.240591 1708.235724
645 1195.047534 692.949654
646 1514.414701 1568.586176
647 1825.013024 1536.393436
648 390.578582 84.859944
649 623.365430 1761.478362
650 1373.855810 1168.765591
651 1570.343090 1955.589899
652 1074.448870 1389.460164
653 1704.148236 857.548360
654 953.342552 1866.240681
655 1111.628565 1775.423981
656 8.226976 5.324919
657 66.118335 446.865415
658 831.756530 1742.503270
659 1934.630301 1628.762752
660 1784.661520 1717.746600
661 455.762455 1570.767318
662 99.155221 557.808342
663 479.183823 234.018402
664 1746.069026 63.511689
665 322.801359 1845.377337
666 566.043816 998.926561
667 1594.721173 492.832268
668 1322.185686 246.300690
669 1356.435756 1540.542870
670 517.229370 531.342738
671 131.648352 1765.892019
672 1693.988740 1340.107037
673 132.560879 178.879553
674 283.135146 1427.671687
675 311.468383 259.380421
676 1650.890692 492.070909
677 1081.892180 987.436566
678 1387.994368 728.876255
679 1134.617598 1824.407505
680 1074.505632 1686.096665
681 191.391281 162.045698
682 1227.058529 490.717378
683 1369.184687 445.429692
684 1785.799270 1460.261919
685 908.407357 1954.608578
686 957.287208 1724.437415
687 988.497401 1878.405707
688 1018.585013 1203.884057
689 1572.699296 1445.745204
690 1848.279461 700.374641
691 1074.264067 936.715879
692 1308.050879 702.788494
693 883.947193 472.038715
694 1865.806677 535.047331
695 789.357187 826.300745
696 637.512814 682.422120
697 294.762676 1477.821018
698 979.393043 1695.564912
699 1432.374216 946.348877
700 620.879916 1895.648460
701 1883.489015 1958.176505
702 260.556221 712.843794
703 512.959784 1020.423666
704 511.292326 1065.542792
705 237.060961 1031.317669
706 1408.928292 1651.747437
707 1481.835058 1677.876408
708 470.171336 1879.988978
709 341.232331 1229.117752
710 1058.302694 748.691904
711 5.145291 11.196578
712 1328.452694 798.802748
713 722.248459 1510.981746
714 548.333387 1056.138080
715 133.242336 1434.489223
716 996.477399 494.470895
717 1308.718770 1468.848481
718 1514.498281 1577.506958
719 1782.011480 1928.105488
720 557.809764 1857.620803
721 1191.201736 1844.651470
722 546.429118 762.935048
723 98.506299 1956.873472
724 1389.367197 1636.377113
725 447.674795 64.916653
726 14.427280 12.323616
727 1319.295257 1454.148450
728 561.395534 387.997456
729 1255.516288 1046.640573
730 1091.570794 1808.638209
731 1560.204354 646.191980
732 1225.350644 1027.765823
733 1664.123745 987.560525
734 1660.004029 683.343721
735 454.015511 1700.280931
736 318.200936 1833.088345
737 1495.377009 470.728520
738 495.577335 343.077843
739 1356.834469 1207.125111
740 652.160918 1862.142731
741 1947.569030 1960.837258
742 437.806632 715.108431
743 456.485601 1193.698602
744 1857.385984 157.667507
745 141.875352 1543.784790
746 708.491607 898.683726
747 1978.540744 1328.136660
748 1366.034895 1264.373403
749 1027.617526 1370.237618
750 343.827625 1091.308276
751 250.455428 1935.734101
752 1652.923948 900.617556
753 134.371479 1962.321900
754 728.432217 738.522328
755 312.255293 1958.688571
756 282.026998 118.172392
757 553.329862 825.487868
758 409.320421 1961.086970
759 961.763171 1764.481164
760 1184.153659 697.565358
761 1799.750571 815.733266
762 791.515914 654.413576
763 1492.604340 141.246180
764 720.776625 1167.724615
765 1738.226849 1325.808347
766 809.586216 449.166789
767 1588.566533 1223.213136
768 1868.557579 1762.104870
769 1225.921649 978.107204
770 1362.225959 971.538488
771 851.887321 355.591909
772 57.780825 1863.018171
773 173.527164 1545.025858
774 913.605139 1631.537675
775 344.397508 1078.579769
776 793.644895 97.926369
777 488.923707 754.301978
778 1244.949818 858.984611
779 364.900354 1673.651107
780 661.221428 935.909692
781 560.671133 562.886737
782 1359.080151 171.573734
783 169.186921 1933.299970
784 415.538293 1976.096735
785 1256.703410 1366.792917
786 1601.000865 945.068861
787 85.925968 803.020512
788 738.985137 929.230367
789 1443.812751 1275.577738
790 118.700922 433.730604
791 1362.766687 1949.085747
792 1612.744536 1266.331178
793 172.417817 483.745707
794 149.052703 1901.166221
795 795.241512 362.066957
796 359.611029 160.816697
797 1835.905182 287.092202
798 1270.236990 333.238714
799 1465.024347 810.075396
800 1145.474234 69.186191
801 275.825140 759.553949
802 1896.885086 1780.298495
803 1473.874684 1194.374952
804 454.155676 1910.828106
805 989.126117 513.287115
806 950.763446 966.724781
807 231.376547 454.519782
808 398.484859 1411.082326
809 1423.421807 874.970177
810 595.277247 1554.548302
811 352.409885 1402.434587
812 1087.041409 1646.261953
813 786.680722 214.212847
814 1703.855826 1145.574783
815 1340.587384 1945.492018
816 538.520969 1149.249672
817 1869.433689 1601.932601
818 764.597271 1867.191501
819 366.288078 120.038222
820 829.862798 718.351688
821 1640.252343 527.932777
822 1634.681422 1231.225027
823 806.816447 540.657713
824 4.734117 -3.884991
825 581.263349 1558.598733
826 866.865252 73.547097
827 1884.047242 176.333913
828 350.328582 634.501462
829 326.825953 1601.477533
830 1322.182906 1140.454230
831 1858.260638 912.617090
832 1159.767019 1130.158687
833 10.602683 5.036456
834 608.627908 513.155977
835 1092.769701 1492.974327
836 1478.530384 516.234693
837 1000.602128 821.402477
838 1839.210667 1604.582872
839 864.682778 635.147618
840 84.834676 721.946179
841 1542.037440 619.711030
842 269.757886 1540.754365
843 1690.063330 322.117647
844 1401.854267 822.698876
845 267.388642 1820.840733
846 79.682446 186.265321
847 857.303951 1282.038257
848 1583.874685 1128.084211
849 857.106975 1577.596695
850 587.832293 1484.805077
851 14.427280 7.676384
852 303.357290 485.982587
853 -4.418486 6.446162
854 1396.705664 1089.422325
855 885.761818 1332.917547
856 1425.351873 141.392709
857 686.208723 1371.737240
858 1682.197852 333.432442
859 674.207563 1728.937174
860 792.426039 1573.748630
861 1404.248393 1788.614656
862 1662.564461 410.768660
863 106.749861 1703.239394
864 330.164217 1897.259726
865 917.606394 1032.667531
866 504.580813 1916.202838
867 229.484244 1359.579012
868 1657.266156 134.753734
869 978.943378 621.387537
870 1203.492897 1252.345506
871 1011.397696 841.399853
872 1459.524900 361.128857
873 1107.123803 868.822207
874 6.257446 6.684387
875 1096.642653 1343.657651
876 799.904606 1302.538938
877 1421.016827 1970.890033
878 541.885840 1769.839782
879 1782.497096 803.513187
880 1175.596109 387.791303
881 1025.674901 178.383850
882 531.237064 213.701718
883 412.313070 684.112902
884 1578.473489 1880.704101
885 919.038354 976.909101
886 1308.454020 908.357293
887 53.304406 1445.437479
888 1520.663128 856.794086
889 1086.364483 227.221152
890 141.194568 526.539376
891 578.039879 905.674019
892 958.686015 605.571238
893 583.170897 1000.882293
894 1572.252613 1115.646347
895 211.229722 190.533255
896 1883.833350 735.781938
897 307.697252 1358.575445
898 1340.137466 1898.742018
899 763.796653 532.944861
900 1153.297898 1874.892143
901 620.958357 1063.795741
902 699.947705 140.467974
903 1434.703107 1902.650268
904 1946.550753 1211.287495
905 1835.552904 988.593224
906 353.800667 1569.993057
907 876.442332 194.398352
908 845.999880 805.107686
909 1729.764256 1949.582403
910 607.387375 683.885321
911 1312.069493 1248.952672
912 573.494613 669.096147
913 202.524003 1997.978376
914 1128.808687 103.531429
915 1579.975935 1671.231101
916 536.829683 1533.138323
917 1276.598178 1691.154213
918 1622.557659 1095.334519
919 1238.751047 1445.768945
920 244.675128 1532.066351
921 1945.845070 1827.429953
922 172.893438 160.759213
923 1095.424268 1469.172773
924 224.687976 1333.969458
925 733.181443 961.165205
926 1651.063630 202.797265
927 706.771937 97.381718
928 1175.310778 1703.753986
929 326.641477 1687.566827
930 1894.255963 1796.326433
931 540.942404 1945.446881
932 1922.025448 1885.018375
933 274.652237 1985.433112
934 774.639828 897.026195
935 1904.457150 301.551491
936 1870.131086 1437.645312
937 1034.224714 709.045357
938 1779.017364 1360.319605
939 938.266884 503.952263
940 376.864797 1070.679770
941 176.968090 285.213138
942 1161.568506 725.347854
943 1798.218888 1526.569894
944 231.204424 1914.194195
945 966.976377 1281.474626
946 1262.522755 1106.402471
947 78.134411 52.946036
948 1340.935674 146.770755
949 1835.289724 1656.372275
950 316.564901 1400.674526
951 1437.952663 914.301467
952 228.905329 1970.743433
953 1623.966586 1643.679123
954 405.226311 1401.751041
955 607.355979 61.853630
956 729.110467 81.225993
957 1166.612830 159.714224
958 808.546783 228.036599
959 607.448286 452.136554
960 1120.245832 1649.996935
961 1193.179541 521.492435
962 261.117832 120.689876
963 343.598617 1216.453640
964 1387.806261 1734.214903
965 1785.883113 363.755941
966 819.054557 1818.532394
967 1742.974202 1870.733497
968 1304.196114 1693.041305
969 104.304194 1291.231463
970 1505.678845 845.378885
971 1821.028336 1242.666214
972 1818.523371 98.117629
973 1496.766802 971.178391
974 1703.938676 1105.923518
975 52.983441 1198.154621
976 18.435761 -2.221310
977 852.676776 1715.233576
978 425.535631 1958.268806
979 1984.798423 200.299018
980 113.922242 1497.252133
981 954.970282 201.958849
982 975.454880 1155.510790
983 1023.169806 1297.994287
984 1586.153554 150.327400
985 853.302330 1366.380634
986 1172.585195 1531.345685
987 926.435408 1543.179662
988 1374.515922 1334.743719
989 1790.183114 843.863169
990 157.590317 897.235723
991 621.224049 1454.280718
992 1892.702855 1052.430913
993 670.186772 426.690145
994 470.968472 288.003117
995 1147.405374 1172.492560
996 736.610106 80.737304
997 582.816701 1641.105838
998 66.542492 1044.419644
999 426.344204 1926.319175
1000 1742.832366 1907.422149
1001 835.264998 1178.404251
1002 1276.394995 304.237240
1003 1070.689870 751.151683
1004 1837.491611 1336.979661
1005 747.885374 1819.935967
1006 1667.574049 227.295746
1007 383.842551 937.084661
1008 1622.749300 622.181734
1009 1639.111682 543.876113
1010 284.481476 1952.998417
1011 1500.245137 711.007650
1012 448.138934 110.960036
1013 1095.760314 1399.536029
1014 507.988687 1784.149238
1015 391.767041 661.003521
1016 149.155881 1860.125318
1017 1442.107606 233.668906
1018 902.185515 322.382763
1019 1037.950514 217.703434
1020 12.840324 5.885081
1021 1169.389851 1641.098598
1022 1419.905964 1929.145721
1023 1860.936747 1003.500849
1024 1384.867878 228.848038
1025 767.792194 1346.587334
Length of points is: 1026
Found it at: 2
Found it at: 4
Found it at: 8
Found it at: 10
Found it at: 69
Found it at: 100
Found it at: 480
Smallest enlosing circle found!
x: 1688.8787508430487 
y: 1731.4444578201865 
r: 68.06124719269275

Gotta remove that 12th point though..
Range now: 68.05

Maximum range: 68.05 metres
