x,y
252.082649,1841.684421
1047.786181,1036.261616
88.94881,1891.642424
1669.387571,531.816117
903.156762,1072.224064
1195.423684,550.362681
22.22131,18.435761
869.993984,1653.45163
1260.019581,1443.698361
229.208607,1353.20924
1998.491493,799.574034
1468.134501,288.545308
1321.128517,1678.268316
303.89657,849.228933
189.57554,960.995207
1156.534133,958.058622
1311.139993,1561.888213
1724.171183,1593.415411
1723.69814,1480.778786
849.295072,252.439357
807.585936,1215.824473
1346.24878,804.075054
487.533681,124.764955
1597.330761,208.900809
1152.938142,519.077358
608.55071,1024.218471
417.641214,1050.918269
286.102688,1969.186173
718.756047,641.951602
926.492561,1099.960171
1231.12978,444.151684
582.643599,578.514331
370.840798,467.476606
1770.259618,1131.716238
715.157443,1717.127834
1085.630994,1171.094249
8.803422,5.145291
1784.957675,444.317542
361.402315,180.239865
604.873182,1043.793954
1873.848364,136.318008
729.296611,156.982466
157.923422,162.289296
809.490018,139.594238
1157.250663,1923.015167
1775.252858,1378.157713
929.080927,987.407606
959.544858,479.43541
0.152629,-1.115385
509.171395,1765.158231
1819.308502,1780.657698
1002.707567,550.535601
1713.902144,1752.65904
928.447641,1188.766788
253.845204,419.58897
611.556376,1122.656909
1849.847081,673.746524
843.948603,1045.180044
1386.329955,1986.956257
1299.218005,1161.378177
1487.732084,763.043949
1717.974595,1213.100704
790.75183,890.903329
1272.573314,1109.478447
1619.676492,167.85471
193.080846,408.454639
966.947313,1729.886704
1499.426723,1966.109759
1128.95667,1310.065468
742.044226,890.938203
1435.59805,893.117833
883.949616,324.109844
566.512077,1935.256573
1095.245764,761.815514
1032.184947,269.103039
1681.587018,1513.065673
1902.326485,888.974594
1825.237976,246.045282
1149.802708,1907.212188
1812.803997,240.605306
1227.612642,1640.448385
211.950585,343.846674
1189.600266,1714.752787
1535.401832,462.625972
98.743268,945.992237
233.733269,1622.396598
1489.839197,1324.223478
1346.934375,700.828077
10,24.85
128.532174,55.190006
316.096231,856.692603
719.733503,1541.458636
1385.109843,1774.909675
1746.829207,1448.898148
961.054967,1285.217299
1448.35315,567.765394
1218.452142,280.759708
1146.667838,194.741838
974.779183,1350.586592
1402.768115,1801.92536
994.19657,82.761492
193.191216,549.35943
1820.944123,710.046676
876.873889,428.268718
1351.697546,662.039757
1424.054625,754.589538
514.453856,1887.139835
903.465087,1777.994489
1794.475656,974.525357
241.405755,638.631958
1349.318254,1406.985702
547.769455,1587.019624
1022.862131,822.415689
422.625937,609.122668
1379.849597,1981.305799
1398.454022,239.706964
214.216381,270.063963
1664.152874,133.807078
1152.47976,1555.15238
113.057313,248.696832
802.51927,766.799697
574.218938,611.497839
14.963544,10.602683
83.283682,250.38315
272.68582,1334.667386
1588.513239,400.559966
1873.767568,746.096045
396.76039,235.108147
627.162625,782.461642
168.744138,1684.77136
1790.662005,1030.541906
262.840436,560.630336
1979.881003,483.04152
172.093249,209.470167
795.363263,1882.208316
1990.294273,492.16849
639.557168,387.036918
181.683061,1228.288942
1662.852341,289.752062
207.480522,144.408409
767.802226,674.850435
1779.687939,1942.830515
670.492686,1023.551364
629.788736,1787.75485
1477.176468,1388.719644
670.384104,1093.267033
415.846691,1954.857649
497.704238,388.129848
413.094975,866.866565
1535.959228,1704.858033
1877.415013,1831.393813
149.772982,1802.675323
1577.923687,219.766373
1727.643903,795.010284
1811.487853,772.023754
1570.115623,1698.963062
1329.139727,1463.472109
1571.836228,945.375623
679.801014,1012.362638
1900.625481,429.34101
1864.33807,1412.229512
1705.209008,681.835852
1691.728252,1175.666879
898.987748,1554.757596
1357.950632,56.279294
644.616487,1970.700996
1754.396178,1624.804172
99.452506,180.644052
272.93193,1590.67965
1336.168563,1642.030788
1790.709244,762.592021
1102.445979,397.212657
676.860304,511.847105
1054.199307,359.361506
1108.814535,1072.641413
763.509767,1704.787132
653.917462,569.054673
1069.856758,1339.313661
754.961134,595.283899
1127.028297,1604.666392
1273.436148,735.349849
1331.963346,819.119459
1059.048904,593.033194
939.570238,1113.094305
1199.643452,1122.155088
109.98386,1509.557471
1854.196013,835.465561
860.082906,733.239483
1812.537145,1438.542224
817.956108,312.915595
597.136403,1480.976233
1382.846059,1013.652086
338.756623,1033.259829
1066.166893,301.859998
589.611338,159.108824
947.036097,481.295159
777.031961,1539.730061
504.513871,1714.548072
344.22592,1735.952848
704.897993,605.397898
635.677319,1303.216142
183.397684,1838.151599
1772.057334,1692.418391
1494.307759,690.039156
302.619784,633.855417
484.448438,179.940196
1685.871058,595.262148
444.44942,500.037781
246.018019,279.991868
479.168956,1246.08512
1446.17942,1410.019597
868.81161,776.024025
699.17784,1526.911038
1184.783934,1010.387193
700.597458,1701.999957
722.770972,1465.034347
1219.632654,1644.591024
600.696735,569.516179
1501.140951,642.374413
1746.624835,1719.074736
1822.796601,1505.721543
1345.883538,881.594118
1434.49034,404.609218
1596.638701,404.684415
978.295485,1542.770316
1228.456031,1237.510217
1983.487125,1430.114591
1081.004937,835.589775
647.048987,869.01752
783.386502,1300.625932
718.167734,361.862977
1332.141651,300.844461
1828.587142,1202.880297
1677.099427,611.066155
931.819538,469.929844
1756.168728,1194.849903
1247.170141,205.764874
1824.85805,1163.223066
1695.856755,964.166065
1131.637592,470.229478
75.630503,1730.441963
311.374353,1303.443235
700.316708,1970.73844
515.149016,1418.546222
1003.566138,1110.727946
1769.034196,1198.745266
905.323912,96.056899
1083.296927,844.093652
765.711849,335.329505
1048.872409,1780.960547
121.600599,1924.126748
407.901013,606.408969
99.637154,1750.076195
1799.73733,897.53069
717.95239,1681.430202
1116.179408,1669.239172
3.098861,23.149022
10,15
715.393226,1032.337461
852.35703,513.769557
1314.074158,1824.881099
218.827691,953.073299
567.295164,1707.912329
343.06797,582.616019
82.88427,112.494731
456.447909,64.921839
354.065252,1000.080246
1617.100919,930.777261
1217.614957,729.015429
1407.413569,1880.215536
1468.734785,866.408779
1521.816663,223.926384
1986.229395,1910.778377
296.245834,1196.668869
1846.920795,1205.742795
1386.198741,1633.532611
1404.607757,489.316123
1043.331147,631.985537
1831.444606,1657.793435
1136.029374,399.336054
750.532977,1847.595462
1584.257692,1969.186495
233.302812,1901.418414
1063.757113,745.786012
788.280227,1643.938329
1941.815254,158.779516
1498.105913,666.793806
344.134575,665.807091
1117.125236,928.948888
1280.601885,641.992889
134.124058,1155.248697
1569.427287,470.635712
243.322555,861.676672
465.848602,1034.438832
1010.532561,296.020402
908.762908,164.433647
1979.034449,934.97497
1127.929555,1825.172348
104.414658,1440.501928
1306.109123,251.321597
303.962519,913.106339
1055.856398,1239.699262
727.199521,546.144333
319.67745,86.060679
626.940315,599.207864
1953.481288,171.213591
1622.259744,463.353862
103.577345,625.831421
1352.656882,1658.047753
842.944944,393.696572
111.609928,392.966236
1953.597326,1974.246635
1601.228726,1112.966343
1652.5511,961.506625
394.273312,1360.168275
296.49903,978.916206
1325.070539,307.816864
506.573412,1758.725772
695.490203,1117.548331
1675.543673,98.37403
1125.603289,1540.604266
277.220251,1662.773199
1210.713167,1649.967145
1298.34907,1881.679451
964.734482,1315.392875
278.256882,1912.647844
1707.827733,1884.830572
645.752599,1353.892327
1230.597173,1218.372628
511.830509,1305.806056
1664.34081,793.800254
1835.592575,1684.788272
1430.746714,177.876211
98.421209,327.918424
653.248469,1303.578482
1384.796839,1389.479279
489.121631,1611.462531
337.195883,1226.206704
1042.822482,333.33548
546.912539,1127.100557
357.016895,1055.266551
1309.37977,1640.383131
1378.256061,1529.543629
1092.06348,1909.764213
1246.68781,1116.432271
1504.945307,1112.56241
1403.269514,553.092072
980.186081,321.017462
24.741727,11.78997
1542.123306,1100.208736
1655.176529,1166.821109
1218.658548,1699.038186
442.407977,826.63815
280.212116,1328.599255
1687.38532,959.26854
1522.811016,124.568579
289.173068,1651.106043
1795.146063,1330.139267
389.160972,718.704627
559.805874,348.474877
1084.292535,1325.131576
557.38538,1238.3546
1877.162035,221.761634
584.698155,818.05157
1124.919931,77.066687
876.773273,1870.069777
1708.235724,1628.240591
692.949654,1195.047534
1568.586176,1514.414701
1536.393436,1825.013024
84.859944,390.578582
1761.478362,623.36543
1168.765591,1373.85581
1955.589899,1570.34309
1389.460164,1074.44887
857.54836,1704.148236
1866.240681,953.342552
1775.423981,1111.628565
5.324919,8.226976
446.865415,66.118335
1742.50327,831.75653
1628.762752,1934.630301
1717.7466,1784.66152
1570.767318,455.762455
557.808342,99.155221
234.018402,479.183823
63.511689,1746.069026
1845.377337,322.801359
998.926561,566.043816
492.832268,1594.721173
246.30069,1322.185686
1540.54287,1356.435756
531.342738,517.22937
1765.892019,131.648352
1340.107037,1693.98874
178.879553,132.560879
1427.671687,283.135146
259.380421,311.468383
492.070909,1650.890692
987.436566,1081.89218
728.876255,1387.994368
1824.407505,1134.617598
1686.096665,1074.505632
162.045698,191.391281
490.717378,1227.058529
445.429692,1369.184687
1460.261919,1785.79927
1954.608578,908.407357
1724.437415,957.287208
1878.405707,988.497401
1203.884057,1018.585013
1445.745204,1572.699296
700.374641,1848.279461
936.715879,1074.264067
702.788494,1308.050879
472.038715,883.947193
535.047331,1865.806677
826.300745,789.357187
682.42212,637.512814
1477.821018,294.762676
1695.564912,979.393043
946.348877,1432.374216
1895.64846,620.879916
1958.176505,1883.489015
712.843794,260.556221
1020.423666,512.959784
1065.542792,511.292326
1031.317669,237.060961
1651.747437,1408.928292
1677.876408,1481.835058
1879.988978,470.171336
1229.117752,341.232331
748.691904,1058.302694
11.196578,5.145291
798.802748,1328.452694
1510.981746,722.248459
1056.13808,548.333387
1434.489223,133.242336
494.470895,996.477399
1468.848481,1308.71877
1577.506958,1514.498281
1928.105488,1782.01148
1857.620803,557.809764
1844.65147,1191.201736
762.935048,546.429118
1956.873472,98.506299
1636.377113,1389.367197
64.916653,447.674795
12.323616,14.42728
1454.14845,1319.295257
387.997456,561.395534
1046.640573,1255.516288
1808.638209,1091.570794
646.19198,1560.204354
1027.765823,1225.350644
987.560525,1664.123745
683.343721,1660.004029
1700.280931,454.015511
1833.088345,318.200936
470.72852,1495.377009
343.077843,495.577335
1207.125111,1356.834469
1862.142731,652.160918
1960.837258,1947.56903
715.108431,437.806632
1193.698602,456.485601
157.667507,1857.385984
1543.78479,141.875352
898.683726,708.491607
1328.13666,1978.540744
1264.373403,1366.034895
1370.237618,1027.617526
1091.308276,343.827625
1935.734101,250.455428
900.617556,1652.923948
1962.3219,134.371479
738.522328,728.432217
1958.688571,312.255293
118.172392,282.026998
825.487868,553.329862
1961.08697,409.320421
1764.481164,961.763171
697.565358,1184.153659
815.733266,1799.750571
654.413576,791.515914
141.24618,1492.60434
1167.724615,720.776625
1325.808347,1738.226849
449.166789,809.586216
1223.213136,1588.566533
1762.10487,1868.557579
978.107204,1225.921649
971.538488,1362.225959
355.591909,851.887321
1863.018171,57.780825
1545.025858,173.527164
1631.537675,913.605139
1078.579769,344.397508
97.926369,793.644895
754.301978,488.923707
858.984611,1244.949818
1673.651107,364.900354
935.909692,661.221428
562.886737,560.671133
171.573734,1359.080151
1933.29997,169.186921
1976.096735,415.538293
1366.792917,1256.70341
945.068861,1601.000865
803.020512,85.925968
929.230367,738.985137
1275.577738,1443.812751
433.730604,118.700922
1949.085747,1362.766687
1266.331178,1612.744536
483.745707,172.417817
1901.166221,149.052703
362.066957,795.241512
160.816697,359.611029
287.092202,1835.905182
333.238714,1270.23699
810.075396,1465.024347
69.186191,1145.474234
759.553949,275.82514
1780.298495,1896.885086
1194.374952,1473.874684
1910.828106,454.155676
513.287115,989.126117
966.724781,950.763446
454.519782,231.376547
1411.082326,398.484859
874.970177,1423.421807
1554.548302,595.277247
1402.434587,352.409885
1646.261953,1087.041409
214.212847,786.680722
1145.574783,1703.855826
1945.492018,1340.587384
1149.249672,538.520969
1601.932601,1869.433689
1867.191501,764.597271
120.038222,366.288078
718.351688,829.862798
527.932777,1640.252343
1231.225027,1634.681422
540.657713,806.816447
-3.884991,4.734117
1558.598733,581.263349
73.547097,866.865252
176.333913,1884.047242
634.501462,350.328582
1601.477533,326.825953
1140.45423,1322.182906
912.61709,1858.260638
1130.158687,1159.767019
5.036456,10.602683
513.155977,608.627908
1492.974327,1092.769701
516.234693,1478.530384
821.402477,1000.602128
1604.582872,1839.210667
635.147618,864.682778
721.946179,84.834676
619.71103,1542.03744
1540.754365,269.757886
322.117647,1690.06333
822.698876,1401.854267
1820.840733,267.388642
186.265321,79.682446
1282.038257,857.303951
1128.084211,1583.874685
1577.596695,857.106975
1484.805077,587.832293
7.676384,14.42728
485.982587,303.35729
6.446162,-4.418486
1089.422325,1396.705664
1332.917547,885.761818
141.392709,1425.351873
1371.73724,686.208723
333.432442,1682.197852
1728.937174,674.207563
1573.74863,792.426039
1788.614656,1404.248393
410.76866,1662.564461
1703.239394,106.749861
1897.259726,330.164217
1032.667531,917.606394
1916.202838,504.580813
1359.579012,229.484244
134.753734,1657.266156
621.387537,978.943378
1252.345506,1203.492897
841.399853,1011.397696
361.128857,1459.5249
868.822207,1107.123803
6.684387,6.257446
1343.657651,1096.642653
1302.538938,799.904606
1970.890033,1421.016827
1769.839782,541.88584
803.513187,1782.497096
387.791303,1175.596109
178.38385,1025.674901
213.701718,531.237064
684.112902,412.31307
1880.704101,1578.473489
976.909101,919.038354
908.357293,1308.45402
1445.437479,53.304406
856.794086,1520.663128
227.221152,1086.364483
526.539376,141.194568
905.674019,578.039879
605.571238,958.686015
1000.882293,583.170897
1115.646347,1572.252613
190.533255,211.229722
735.781938,1883.83335
1358.575445,307.697252
1898.742018,1340.137466
532.944861,763.796653
1874.892143,1153.297898
1063.795741,620.958357
140.467974,699.947705
1902.650268,1434.703107
1211.287495,1946.550753
988.593224,1835.552904
1569.993057,353.800667
194.398352,876.442332
805.107686,845.99988
1949.582403,1729.764256
683.885321,607.387375
1248.952672,1312.069493
669.096147,573.494613
1997.978376,202.524003
103.531429,1128.808687
1671.231101,1579.975935
1533.138323,536.829683
1691.154213,1276.598178
1095.334519,1622.557659
1445.768945,1238.751047
1532.066351,244.675128
1827.429953,1945.84507
160.759213,172.893438
1469.172773,1095.424268
1333.969458,224.687976
961.165205,733.181443
202.797265,1651.06363
97.381718,706.771937
1703.753986,1175.310778
1687.566827,326.641477
1796.326433,1894.255963
1945.446881,540.942404
1885.018375,1922.025448
1985.433112,274.652237
897.026195,774.639828
301.551491,1904.45715
1437.645312,1870.131086
709.045357,1034.224714
1360.319605,1779.017364
503.952263,938.266884
1070.67977,376.864797
285.213138,176.96809
725.347854,1161.568506
1526.569894,1798.218888
1914.194195,231.204424
1281.474626,966.976377
1106.402471,1262.522755
52.946036,78.134411
146.770755,1340.935674
1656.372275,1835.289724
1400.674526,316.564901
914.301467,1437.952663
1970.743433,228.905329
1643.679123,1623.966586
1401.751041,405.226311
61.85363,607.355979
81.225993,729.110467
159.714224,1166.61283
228.036599,808.546783
452.136554,607.448286
1649.996935,1120.245832
521.492435,1193.179541
120.689876,261.117832
1216.45364,343.598617
1734.214903,1387.806261
363.755941,1785.883113
1818.532394,819.054557
1870.733497,1742.974202
1693.041305,1304.196114
1291.231463,104.304194
845.378885,1505.678845
1242.666214,1821.028336
98.117629,1818.523371
971.178391,1496.766802
1105.923518,1703.938676
1198.154621,52.983441
-2.22131,18.435761
1715.233576,852.676776
1958.268806,425.535631
200.299018,1984.798423
1497.252133,113.922242
201.958849,954.970282
1155.51079,975.45488
1297.994287,1023.169806
150.3274,1586.153554
1366.380634,853.30233
1531.345685,1172.585195
1543.179662,926.435408
1334.743719,1374.515922
843.863169,1790.183114
897.235723,157.590317
1454.280718,621.224049
1052.430913,1892.702855
426.690145,670.186772
288.003117,470.968472
1172.49256,1147.405374
80.737304,736.610106
1641.105838,582.816701
1044.419644,66.542492
1926.319175,426.344204
1907.422149,1742.832366
1178.404251,835.264998
304.23724,1276.394995
751.151683,1070.68987
1336.979661,1837.491611
1819.935967,747.885374
227.295746,1667.574049
937.084661,383.842551
622.181734,1622.7493
543.876113,1639.111682
1952.998417,284.481476
711.00765,1500.245137
110.960036,448.138934
1399.536029,1095.760314
1784.149238,507.988687
661.003521,391.767041
1860.125318,149.155881
233.668906,1442.107606
322.382763,902.185515
217.703434,1037.950514
5.885081,12.840324
1641.098598,1169.389851
1929.145721,1419.905964
1003.500849,1860.936747
228.848038,1384.867878
1346.587334,767.792194
